id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
801,59,F,170845,Agriculteur,4,242420,6,Bon,Urbaine,0
802,41,H,77231,Salarié,3,278850,3,Bon,Semi-urbaine,0
803,56,H,110206,Agriculteur,3,250170,12,Bon,Semi-urbaine,1
804,28,H,120127,Salarié,4,120062,12,Moyen,Rurale,1
805,65,F,67475,Artisan,0,189330,12,Bon,Semi-urbaine,1
806,46,H,110163,Commerçant,5,34673,9,Moyen,Urbaine,1
807,56,H,164947,Salarié,2,213862,3,Moyen,Semi-urbaine,0
808,19,H,45548,Commerçant,6,205091,3,Moyen,Semi-urbaine,0
809,27,F,194041,Étudiant,5,158965,3,Bon,Rurale,0
810,43,F,151327,Retraité,0,32770,12,Bon,Urbaine,1
811,49,F,168321,Artisan,3,83031,3,Bon,Semi-urbaine,0
812,43,F,38747,Commerçant,5,113174,9,Bon,Rurale,0
813,57,F,111982,Salarié,5,83059,9,Mauvais,Rurale,0
814,47,F,100219,Salarié,1,33708,9,Bon,Semi-urbaine,1
815,31,F,110720,Agriculteur,0,249803,9,Moyen,Urbaine,0
816,44,F,81185,Étudiant,5,170307,9,Moyen,Rurale,0
817,56,F,59617,Artisan,1,48862,6,Bon,Semi-urbaine,1
818,50,H,175951,Retraité,1,287445,12,Mauvais,Urbaine,0
819,64,F,113107,Agriculteur,6,51973,12,Bon,Rurale,1
820,20,F,152656,Salarié,5,190291,12,Mauvais,Rurale,1
821,44,F,109773,Agriculteur,0,248158,9,Moyen,Rurale,1
822,54,F,131243,Retraité,2,213532,6,Bon,Semi-urbaine,0
823,51,H,110518,Commerçant,3,103375,9,Bon,Rurale,1
824,63,F,181693,Commerçant,4,126357,12,Moyen,Rurale,0
825,58,F,30256,Retraité,5,197118,9,Bon,Urbaine,0
826,42,H,131592,Retraité,4,180772,6,Bon,Semi-urbaine,0
827,53,H,79632,Retraité,6,246070,6,Bon,Semi-urbaine,0
828,34,H,30600,Artisan,2,174833,9,Bon,Urbaine,1
