id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
901,63,F,189995,Commerçant,3,233894,12,Moyen,Rurale,1
902,27,H,87007,Agriculteur,3,238333,6,Moyen,Rurale,0
903,60,H,139244,Salarié,1,39005,12,Bon,Urbaine,1
904,65,F,133551,Retraité,2,195989,6,Bon,Semi-urbaine,0
905,42,H,131086,Étudiant,4,159871,9,Bon,Urbaine,0
906,41,F,163396,Salarié,4,244480,12,Mauvais,Rurale,0
907,41,F,82423,Commerçant,2,79389,9,Mauvais,Semi-urbaine,1
908,19,H,102345,Agriculteur,3,174682,9,Mauvais,Semi-urbaine,0
909,26,H,47158,Étudiant,1,59334,6,Moyen,Rurale,1
910,24,H,66825,Étudiant,6,121753,9,Bon,Semi-urbaine,0
911,63,F,94064,Retraité,6,31768,9,Bon,Urbaine,0
912,38,F,33347,Étudiant,6,106050,9,Bon,Rurale,0
913,38,H,177041,Commerçant,6,86274,12,Bon,Semi-urbaine,0
914,32,F,72016,Commerçant,2,38012,3,Mauvais,Rurale,0
915,38,F,139857,Agriculteur,5,89431,12,Bon,Rurale,1
916,24,F,141744,Commerçant,3,85032,9,Bon,Urbaine,0
917,26,F,80175,Agriculteur,1,78748,6,Mauvais,Rurale,0
918,36,F,158892,Étudiant,4,51708,9,Bon,Rurale,0
919,49,H,103938,Artisan,0,131403,3,Bon,Semi-urbaine,0
920,59,H,36130,Artisan,0,147325,3,Bon,Urbaine,1
921,60,F,62097,Artisan,0,37571,9,Moyen,Urbaine,0
922,33,H,106749,Salarié,1,109086,6,Moyen,Urbaine,0
923,29,H,115634,Salarié,5,38171,6,Bon,Semi-urbaine,0
924,46,H,141244,Retraité,1,264596,3,Moyen,Urbaine,0
925,54,H,198547,Artisan,2,129221,3,Bon,Urbaine,0
926,39,F,59796,Retraité,1,203613,9,Moyen,Urbaine,1
927,26,F,138343,Retraité,1,106198,3,Bon,Urbaine,0
928,36,F,31347,Étudiant,2,93651,3,Bon,Semi-urbaine,1
929,44,H,64281,Artisan,6,242859,12,Moyen,Rurale,1
930,51,F,156690,Commerçant,2,64026,12,Moyen,Semi-urbaine,1
931,23,F,52131,Artisan,5,235994,12,Bon,Rurale,0
932,50,H,110165,Salarié,4,34970,6,Bon,Urbaine,0
933,38,F,187992,Salarié,3,149882,6,Bon,Semi-urbaine,1
934,29,H,100929,Agriculteur,6,173285,6,Mauvais,Semi-urbaine,1
935,55,F,62236,Artisan,6,270914,12,Bon,Rurale,0
936,18,H,110972,Commerçant,1,99241,6,Mauvais,Urbaine,0
937,64,H,76834,Commerçant,0,99815,9,Bon,Semi-urbaine,1
938,30,H,51877,Commerçant,2,144632,3,Moyen,Semi-urbaine,1
939,22,F,89954,Étudiant,4,67633,12,Bon,Semi-urbaine,1
940,54,F,177854,Étudiant,3,154631,3,Moyen,Semi-urbaine,0
941,59,H,44746,Artisan,4,244568,12,Bon,Rurale,0
942,61,H,159609,Étudiant,6,77472,3,Bon,Semi-urbaine,0
943,63,F,79971,Retraité,0,125085,12,Moyen,Semi-urbaine,1
944,61,H,67586,Artisan,3,236815,3,Bon,Rurale,0
945,32,H,129763,Étudiant,5,120523,9,Moyen,Semi-urbaine,0
946,43,F,37384,Agriculteur,0,225079,6,Bon,Semi-urbaine,1
947,63,H,155997,Étudiant,2,275894,3,Bon,Semi-urbaine,0
948,46,H,160857,Agriculteur,3,186568,3,Mauvais,Urbaine,1
949,49,H,64308,Artisan,4,86802,6,Mauvais,Rurale,0
950,37,H,48566,Retraité,3,252513,12,Bon,Rurale,1
951,22,H,98493,Retraité,5,149071,9,Bon,Urbaine,1
952,32,F,44065,Salarié,0,68531,12,Mauvais,Urbaine,1
953,53,H,190924,Commerçant,6,90210,6,Bon,Rurale,0
954,55,H,135833,Salarié,4,234586,3,Bon,Rurale,0
955,63,H,95771,Commerçant,2,178334,6,Bon,Rurale,1
956,32,H,79877,Retraité,1,264561,12,Mauvais,Urbaine,1
957,28,H,78293,Artisan,4,133172,12,Mauvais,Rurale,0
958,22,F,65151,Étudiant,6,59382,12,Bon,Rurale,1
959,35,F,133958,Retraité,2,206400,12,Moyen,Semi-urbaine,1
960,65,H,153963,Commerçant,1,206123,9,Bon,Rurale,0
961,64,F,77144,Salarié,4,189549,3,Moyen,Semi-urbaine,0
962,30,F,195920,Retraité,0,139514,9,Moyen,Rurale,1
963,64,F,72445,Retraité,4,174478,3,Bon,Urbaine,0
