id_client,age,sexe,revenu_mensuel,profession,nb_enfants,montant_pret_demande,duree_pret_mois,historique_remboursement,zone,statut_defaut
201,61,H,165193,Artisan,5,180152,9,Bon,Urbaine,0
202,53,F,144857,Artisan,3,196475,12,Bon,Urbaine,1
203,27,F,151603,Retraité,4,140110,9,Moyen,Urbaine,0
204,23,F,183478,Étudiant,6,245691,6,Moyen,Semi-urbaine,0
205,59,F,110905,Artisan,4,64626,3,Moyen,Semi-urbaine,0
206,18,H,139928,Étudiant,6,218749,9,Bon,Urbaine,0
207,33,H,184113,Étudiant,2,110415,12,Bon,Semi-urbaine,1
208,32,F,130679,Retraité,4,208138,6,Mauvais,Rurale,1
209,20,H,112715,Retraité,4,284300,3,Mauvais,Semi-urbaine,1
210,38,F,36367,Commerçant,3,100034,6,Mauvais,Urbaine,1
211,33,H,194972,Salarié,2,231482,3,Bon,Rurale,0
212,58,H,172008,Étudiant,0,207600,3,Bon,Rurale,0
213,58,F,116921,Agriculteur,2,82073,12,Mauvais,Urbaine,0
214,24,H,183668,Agriculteur,3,48171,6,Bon,Semi-urbaine,0
215,31,H,90333,Artisan,1,260154,9,Bon,Semi-urbaine,1
216,40,H,86640,Artisan,6,194487,6,Bon,Semi-urbaine,0
217,18,H,116004,Salarié,6,199485,3,Bon,Urbaine,0
218,25,H,102169,Agriculteur,4,211584,12,Bon,Semi-urbaine,1
219,44,H,51069,Étudiant,3,199937,6,Bon,Semi-urbaine,1
220,62,F,38216,Commerçant,6,34310,9,Bon,Semi-urbaine,1
221,53,F,42696,Retraité,1,103409,9,Moyen,Rurale,1
222,55,H,96445,Salarié,6,286637,12,Moyen,Rurale,1
223,51,H,90558,Retraité,6,280253,12,Bon,Urbaine,1
224,29,H,144732,Commerçant,6,219883,12,Bon,Urbaine,1
225,35,F,143116,Artisan,5,60594,6,Moyen,Semi-urbaine,0
226,33,H,88014,Salarié,6,106177,6,Moyen,Rurale,0
227,29,H,139411,Retraité,1,157584,6,Mauvais,Semi-urbaine,1
228,65,H,167367,Salarié,6,41028,12,Moyen,Urbaine,0
229,28,F,162521,Artisan,1,231750,12,Bon,Urbaine,1
230,23,H,93708,Retraité,3,266130,9,Mauvais,Rurale,1
231,34,H,71344,Étudiant,1,140046,3,Moyen,Urbaine,0
232,22,F,95270,Artisan,5,100510,9,Bon,Urbaine,0
233,40,F,107949,Étudiant,5,162911,6,Bon,Semi-urbaine,1
234,30,F,118965,Artisan,2,260881,6,Bon,Rurale,1
235,62,F,121488,Retraité,4,229599,12,Moyen,Semi-urbaine,1
236,37,H,79495,Artisan,1,169018,6,Moyen,Semi-urbaine,0
237,52,F,119578,Salarié,3,188152,12,Mauvais,Semi-urbaine,0
238,64,H,97368,Artisan,5,66056,3,Bon,Urbaine,1
239,18,H,78497,Étudiant,1,218942,9,Bon,Semi-urbaine,0
240,56,H,111370,Agriculteur,3,292042,9,Mauvais,Urbaine,1
241,25,H,75138,Commerçant,4,172890,9,Moyen,Rurale,0
242,29,H,160103,Retraité,1,295097,12,Moyen,Urbaine,1
243,21,F,188460,Commerçant,5,101066,3,Bon,Rurale,0
244,58,H,46112,Salarié,1,195739,9,Bon,Rurale,1
245,39,F,199335,Commerçant,3,113665,3,Moyen,Semi-urbaine,0
246,56,F,140435,Retraité,1,249759,6,Moyen,Urbaine,0
247,25,H,156426,Salarié,5,82432,12,Bon,Urbaine,1
248,50,H,32117,Commerçant,4,37772,6,Mauvais,Rurale,1
249,48,H,112126,Retraité,6,103631,3,Moyen,Semi-urbaine,0
250,32,H,84850,Artisan,0,54729,12,Bon,Semi-urbaine,1
251,44,F,173221,Commerçant,5,263668,6,Moyen,Urbaine,0
252,55,H,53404,Étudiant,3,180894,9,Bon,Rurale,1
253,58,H,167224,Commerçant,0,179242,6,Moyen,Semi-urbaine,0
254,25,F,31684,Retraité,6,199512,6,Bon,Urbaine,0
255,31,F,148243,Salarié,5,284375,12,Moyen,Urbaine,0
256,46,F,135723,Étudiant,3,253279,3,Mauvais,Urbaine,1
257,50,F,68847,Commerçant,1,111733,3,Bon,Semi-urbaine,0
258,22,F,178187,Salarié,2,280065,12,Moyen,Rurale,1
259,57,F,164325,Salarié,1,293285,3,Moyen,Rurale,0
260,50,H,95475,Étudiant,0,279190,3,Bon,Semi-urbaine,0
261,19,H,40553,Étudiant,2,50839,9,Bon,Rurale,1
262,44,H,199841,Agriculteur,5,280303,9,Moyen,Semi-urbaine,0
263,20,F,167866,Retraité,1,231992,9,Moyen,Semi-urbaine,0
264,19,F,193335,Étudiant,6,120914,12,Bon,Rurale,1
265,54,H,164322,Artisan,3,154375,9,Bon,Urbaine,0
